Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,1shot_claude_LLM_Clarity_Rating,1shot_claude_LLM_Completeness_Rating,1shot_claude_LLM_Consistency_Rating,1shot_claude_PSNR,1shot_claude_RMSE,1shot_claude_SAM,1shot_claude_SRE,1shot_claude_SSIM,1shot_claude_UIQ,repo_url,summary_token_count,1shot_deepseek_LLM_Clarity_Rating,1shot_deepseek_LLM_Completeness_Rating,1shot_deepseek_LLM_Consistency_Rating,1shot_deepseek_PSNR,1shot_deepseek_RMSE,1shot_deepseek_SAM,1shot_deepseek_SRE,1shot_deepseek_SSIM,1shot_deepseek_UIQ,1shot_gpt_LLM_Clarity_Rating,1shot_gpt_LLM_Completeness_Rating,1shot_gpt_LLM_Consistency_Rating,1shot_gpt_PSNR,1shot_gpt_RMSE,1shot_gpt_SAM,1shot_gpt_SRE,1shot_gpt_SSIM,1shot_gpt_UIQ,agent_claude_LLM_Clarity_Rating,agent_claude_LLM_Completeness_Rating,agent_claude_LLM_Consistency_Rating,agent_claude_PSNR,agent_claude_RMSE,agent_claude_SAM,agent_claude_SRE,agent_claude_SSIM,agent_claude_UIQ,approach_claude_LLM_Clarity_Rating,approach_claude_LLM_Completeness_Rating,approach_claude_LLM_Consistency_Rating,approach_claude_PSNR,approach_claude_RMSE,approach_claude_SAM,approach_claude_SRE,approach_claude_SSIM,approach_claude_UIQ,approach_deepseek_LLM_Clarity_Rating,approach_deepseek_LLM_Completeness_Rating,approach_deepseek_LLM_Consistency_Rating,approach_deepseek_PSNR,approach_deepseek_RMSE,approach_deepseek_SAM,approach_deepseek_SRE,approach_deepseek_SSIM,approach_deepseek_UIQ,approach_gpt_LLM_Clarity_Rating,approach_gpt_LLM_Completeness_Rating,approach_gpt_LLM_Consistency_Rating,approach_gpt_PSNR,approach_gpt_RMSE,approach_gpt_SAM,approach_gpt_SRE,approach_gpt_SSIM,approach_gpt_UIQ,fewshot_claude_LLM_Clarity_Rating,fewshot_claude_LLM_Completeness_Rating,fewshot_claude_LLM_Consistency_Rating,fewshot_claude_PSNR,fewshot_claude_RMSE,fewshot_claude_SAM,fewshot_claude_SRE,fewshot_claude_SSIM,fewshot_claude_UIQ,fewshot_deepseek_LLM_Clarity_Rating,fewshot_deepseek_LLM_Completeness_Rating,fewshot_deepseek_LLM_Consistency_Rating,fewshot_deepseek_PSNR,fewshot_deepseek_RMSE,fewshot_deepseek_SAM,fewshot_deepseek_SRE,fewshot_deepseek_SSIM,fewshot_deepseek_UIQ,fewshot_gpt_LLM_Clarity_Rating,fewshot_gpt_LLM_Completeness_Rating,fewshot_gpt_LLM_Consistency_Rating,fewshot_gpt_PSNR,fewshot_gpt_RMSE,fewshot_gpt_SAM,fewshot_gpt_SRE,fewshot_gpt_SSIM,fewshot_gpt_UIQ,zeroshot_claude_LLM_Clarity_Rating,zeroshot_claude_LLM_Completeness_Rating,zeroshot_claude_LLM_Consistency_Rating,zeroshot_claude_PSNR,zeroshot_claude_RMSE,zeroshot_claude_SAM,zeroshot_claude_SRE,zeroshot_claude_SSIM,zeroshot_claude_UIQ,zeroshot_deepseek_LLM_Clarity_Rating,zeroshot_deepseek_LLM_Completeness_Rating,zeroshot_deepseek_LLM_Consistency_Rating,zeroshot_deepseek_PSNR,zeroshot_deepseek_RMSE,zeroshot_deepseek_SAM,zeroshot_deepseek_SRE,zeroshot_deepseek_SSIM,zeroshot_deepseek_UIQ,zeroshot_gpt_LLM_Clarity_Rating,zeroshot_gpt_LLM_Completeness_Rating,zeroshot_gpt_LLM_Consistency_Rating,zeroshot_gpt_PSNR,zeroshot_gpt_RMSE,zeroshot_gpt_SAM,zeroshot_gpt_SRE,zeroshot_gpt_SSIM,zeroshot_gpt_UIQ
boxes_and_arrows,,part,static,onprem_foundry,n,sub-systems,general,uni,dependencies,n,y,n,high,n,y,,maintainability,onprem/foundry,"rectangles, squares","aws, google",,,,,,,,,,https://github.com/onprem/foundry/,1085,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7942,0.0129,89.6281,60.1304,0.6885,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6429,0.0131,89.6186,60.0546,0.6842,0.014,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5391,0.0118,89.7061,60.5044,0.6923,0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8257,0.0128,0.0,60.1587,0.7153,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.868,0.0128,0.0,60.1932,0.7204,,,,,37.4727,0.0134,89.606,59.9684,0.7058,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.8141,0.0115,89.7108,60.6404,0.7481,-0.0085,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1687,0.0123,89.6931,60.3184,0.6973,0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3254,0.0121,89.6391,60.3965,0.7316,0.0027,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1108,0.0111,89.7288,60.7926,0.7838,-0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3568,0.0121,0.0,60.416,0.718,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.023,0.0126,89.6622,60.2452,0.6568,-0.0017
boxes_and_arrows,layered,entire,"static, dynamic",philipplackner_IvyWallet-PL_Version,y,"layers, sub-systems, functions, DBs",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",philipplackner/IvyWallet-PL_Version,rectangles,,Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,,,,,,,https://github.com/philipplackner/IvyWallet-PL_Version/,1368,Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.1177,0.0393,0.0,55.038,0.3364,,,,,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,,,,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,28.1177,0.0393,0.0,54.9464,0.3294,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,
boxes_and_arrows,,part,dynamic,michaelsrichter_azure.owasp,y,sub-systems,"deployment, performance",uni,data_flow,n,y,n,high,n,n,,performance_efficiency,michaelsrichter/azure.owasp,rectangles,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4595,0.0169,89.9222,56.7251,0.5573,-0.0005,https://github.com/michaelsrichter/azure.owasp/,1430,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4018,0.017,89.9051,56.7187,0.6259,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5323,0.0167,89.9097,56.8182,0.6426,0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5605,0.0167,89.9092,56.7985,0.5815,0.0046,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1818,0.0171,0.0,56.5872,0.5652,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9185,0.0177,0.0,56.4235,0.5695,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1295,0.0175,89.8697,56.553,0.6426,,,,,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4491,0.0169,89.9197,56.7754,0.6369,0.0004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0876,0.0176,89.8827,56.4839,0.5859,0.001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1894,0.0174,89.9076,56.5758,0.5742,-0.0012,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2601,0.017,0.0,56.6226,0.5704,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4503,0.0169,89.9217,56.7373,0.6073,0.0031
icons_and_arrows,SOA,entire,dynamic,IBM_vpc-flowlogs-log-analysis,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/vpc-flowlogs-log-analysis,icons,"ibm, nodejs",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0501,0.0396,52.7014,50.6637,0.4361,0.0012,https://github.com/IBM/vpc-flowlogs-log-analysis/,751,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.9076,0.0402,52.6618,50.5928,0.4274,-0.0005,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.9813,0.0399,52.6538,50.629,0.4379,0.0058,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0502,0.0396,52.6947,50.6638,0.3927,-0.0044,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.667,0.0414,0.0,50.4687,0.433,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5665,0.0418,0.0,50.416,0.4291,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,27.6417,0.0415,52.6985,50.4606,0.4504,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,27.879,0.0404,52.6885,50.5782,0.4121,0.0,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,27.8019,0.0407,52.6536,50.5397,0.4015,-0.0006,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.7409,0.041,52.63,50.5092,0.3585,-0.0005,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.1256,0.0392,52.696,50.7014,0.4178,-0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0666,0.0395,0.0,50.6701,0.4363,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,28.0206,0.0397,52.6977,50.6489,0.4402,0.0026
boxes_and_arrows,"client-server, MVC",entire,static,NatalieLouise91_T3A2-Skemi-FrontEnd,y,"steps, sub-systems",general,uni,data_flow,n,y,n,medium,n,y,,maintainability,NatalieLouise91/T3A2-Skemi-FrontEnd,rectangles,"netlify, heroku",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9717,0.0126,88.9452,61.0642,0.7392,0.0016,https://github.com/NatalieLouise91/T3A2-Skemi-FrontEnd/,920,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.849,0.0128,88.9351,60.9988,0.7246,-0.0011,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6029,0.0132,88.9193,60.8735,0.6837,0.0042,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8728,0.0128,88.9042,61.0212,0.6749,0.0007,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9641,0.0142,0.0,60.5198,0.6945,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3152,0.012,0.0,61.3455,0.7709,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.222,0.0154,88.8125,60.1971,0.7222,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4263,0.0134,88.8208,60.7618,0.7171,-0.0011,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5847,0.0132,88.9108,60.8709,0.6986,-0.0001,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6948,0.013,88.9168,60.93,0.6831,-0.0005,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5665,0.0118,88.9589,61.3965,0.7604,0.0012,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.1421,0.0553,0.0,54.5889,0.0071,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4275,0.012,88.8745,61.3293,0.7585,0.003
boxes_and_arrows,MVVM,entire,static,kerollesroshdi_Cima-,n,packages,general,uni,data_flow,n,y,n,medium,n,n,,maintainability,kerollesroshdi/Cima-,rectangles,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.374,0.0539,17.2466,38.4195,0.1102,0.001,https://github.com/kerollesroshdi/Cima-/,1379,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.1851,0.055,17.2562,38.3247,0.1101,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2595,0.0546,17.2592,38.3619,0.1128,-0.0014,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.1707,0.0551,17.2388,38.3175,0.0845,-0.0009,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,25.5139,0.053,0.0,38.4987,0.103,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,26.1595,0.0491,0.0,38.8314,0.1144,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2267,0.0548,17.2502,38.3456,0.118,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.3335,0.0541,17.2422,38.4001,0.0887,0.0014,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.1143,0.0555,17.2536,38.2893,0.0966,-0.0013,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.2398,0.0547,17.2552,38.3521,0.1102,-0.0014,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.352,0.054,17.2466,38.4109,0.1271,-0.0006,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.212,0.0549,0.0,38.3473,0.1054,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.2556,0.0546,17.2488,38.36,0.0974,0.001
boxes_and_arrows,clean,entire,static,takoko55_LectureLens,y,"DBs, packages",general,uni,"dependencies, control_flow",n,y,n,high,y,y,,maintainability,takoko55/LectureLens,rectangles,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.4265,0.0425,89.3271,44.9779,0.352,-0.0007,https://github.com/takoko55/LectureLens/,915,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5168,0.0421,89.2175,45.0233,0.342,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5199,0.0421,89.3025,45.0251,0.3359,0.0,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.397,0.0427,89.3194,44.9633,0.3428,-0.0002,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.4544,0.0424,0.0,44.9867,0.3394,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4964,0.0421,0.0,45.0121,0.4024,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4748,0.0423,89.162,45.0028,0.3515,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4262,0.0425,89.2378,44.9776,0.3573,-0.0014,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.0813,0.0279,28.7444,46.8038,0.0684,-0.0013,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5178,0.0421,89.31,45.024,0.343,0.0022,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.1223,0.0393,89.3414,45.305,0.3961,-0.0022,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.4447,0.0424,0.0,44.983,0.3551,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.464,0.0423,89.3238,44.9969,0.3534,0.0007
boxes_and_arrows,,entire,static,googleinterns_typescript-flag-upgrade,n,packages,general,bi,,n,y,n,high,n,n,,maintainability,googleinterns/typescript-flag-upgrade,circles,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,24.7653,0.0578,7.525,31.8766,0.0489,-0.0004,https://github.com/googleinterns/typescript-flag-upgrade/,800,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0318,0.0177,1.3695,37.106,0.7621,-0.0006,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.7221,0.0581,7.5285,31.8529,0.0592,0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.687,0.0583,7.5311,31.836,0.0534,-0.0002,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.7725,0.0577,0.0,31.8909,0.0542,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.1835,0.055,0.0,32.1001,0.0667,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,24.7544,0.0578,7.5228,31.8689,0.0533,,,,,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,24.6654,0.0584,7.5264,31.8245,0.0532,-0.0002,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.8491,0.0572,7.53,31.9202,0.054,-0.0002,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.6786,0.0584,7.529,31.8311,0.0516,-0.0002,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,24.7074,0.0581,0.0,31.8552,0.0609,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.7072,0.0582,7.529,31.8454,0.0526,-0.0001
boxes_and_arrows,,entire+,dynamic,solenya-group_solenya,y,"DBs, network_components",data_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,solenya-group/solenya,"triangles, pentagons",,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4243,0.012,88.9246,62.0207,0.7634,-0.0011,https://github.com/solenya-group/solenya/,969,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2072,0.0123,88.9143,61.913,0.7807,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8888,0.0128,88.9171,61.7642,0.7912,0.0006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4417,0.012,88.849,62.0296,0.6814,0.0019,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.109,0.0139,0.0,61.3631,0.7608,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8244,0.0128,0.0,61.7217,0.8291,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4506,0.0134,88.6838,61.5337,0.7776,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5351,0.0118,88.92,62.0761,0.7906,-0.001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.89,0.0127,88.8803,61.7535,0.7497,-0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6044,0.0132,88.9057,61.6173,0.7683,-0.0021,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8919,0.0127,88.9234,61.7543,0.7538,-0.0004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3081,0.0121,0.0,61.9627,0.7288,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5999,0.0117,88.9275,62.1085,0.7772,-0.0007
"boxes, boxes_and_arrows",layered,entire,static,23fa-cpsc490_canyough,n,"layers, packages",general,uni,,n,y,n,medium,n,y,,maintainability,23fa-cpsc490/canyough,rectangles,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5839,0.0132,89.3665,60.006,0.5918,-0.0026,https://github.com/23fa-cpsc490/canyough/,1221,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8809,0.0143,89.3495,59.651,0.5411,-0.0016,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0472,0.0158,89.2986,59.2257,0.4544,-0.0072,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4163,0.0135,89.3702,59.9383,0.5641,0.0045,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5312,0.0149,0.0,59.4765,0.6205,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3808,0.0151,0.0,59.4348,0.6189,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2723,0.0122,89.3956,60.3647,0.6479,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2834,0.0137,89.3575,59.8557,0.5812,-0.0037,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.688,0.0146,89.3282,59.5518,0.5499,-0.0035,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6143,0.0148,89.3165,59.5186,0.5248,-0.0061,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3325,0.0136,89.3754,59.8786,0.5932,-0.0018,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5705,0.0148,0.0,59.4979,0.5298,,,,,,,,,,
boxes_and_arrows,,entire,static,Resurgence-VM-Development_Resurgence,y,"sub-systems, packages",general,bi,dependencies,n,y,n,medium,n,y,,maintainability,Resurgence-VM-Development/Resurgence,rectangles,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2326,0.0123,89.7522,58.271,0.5617,0.0032,https://github.com/Resurgence-VM-Development/Resurgence/,981,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2503,0.0137,89.582,57.7672,0.5122,0.0021,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6449,0.0131,89.7176,57.9688,0.559,-0.0008,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0778,0.0125,89.7552,58.1932,0.525,-0.0,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9637,0.0142,0.0,57.6234,0.536,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2108,0.0138,0.0,57.7321,0.5389,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7986,0.0129,89.6859,58.0393,0.5794,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0336,0.0125,89.7375,58.1671,0.5662,0.0038,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0164,0.0126,89.7523,58.1606,0.5675,-0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6456,0.0131,89.7334,57.9729,0.543,-0.0024,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1535,0.0124,89.752,58.2334,0.5672,-0.0022,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4361,0.0134,0.0,57.8563,0.5292,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1132,0.0124,89.7435,58.2085,0.5561,0.0039
boxes,"layered, microservices",entire+,static,thangchung_practical-dapr,y,"layers, packages, technologies",general,,,n,n,n,high,n,n,,maintainability,thangchung/practical-dapr,rectangles,"graphql, kubernetes, docker, c#, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6262,0.0208,89.1919,57.2941,0.527,0.0007,https://github.com/thangchung/practical-dapr/,808,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.2736,0.0486,30.1035,53.4073,0.0686,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4208,0.0213,89.1628,57.1908,0.5339,0.0009,Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.9564,0.0201,89.2119,57.4082,0.5468,0.0035,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.5757,0.0207,0.0,57.2894,0.6128,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.695,0.0204,0.0,57.3422,0.6135,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.5062,0.0211,88.8877,57.2918,0.6053,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6135,0.0209,89.1997,57.3086,0.5611,-0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.8573,0.0509,19.1247,53.1994,0.0136,0.0013,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.6021,0.0209,89.1886,57.2742,0.5598,0.0018,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.3494,0.0215,89.1767,57.104,0.5251,-0.0122,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4913,0.0209,0.0,57.2495,0.531,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6163,0.0209,89.2064,57.3144,0.562,-0.0012
icons_and_arrows,client-server,entire+,dynamic,YashwantChauhan_SDL,y,"DBs, clients, servers, steps",control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,YashwantChauhan/SDL,icons,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.7634,0.0129,89.4519,59.7557,0.6627,-0.0006,https://github.com/YashwantChauhan/SDL/,1039,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2376,0.0137,89.4407,59.4801,0.6625,-0.0021,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0738,0.0125,89.4693,59.9281,0.7414,-0.0002,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4644,0.0119,89.4899,60.1294,0.6448,0.0013,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0516,0.0125,0.0,59.8836,0.7702,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2868,0.0137,0.0,59.4656,0.7751,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6595,0.0131,88.6857,59.7494,0.7714,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1068,0.0124,89.4703,59.9088,0.6904,0.0033,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0559,0.0125,89.4407,59.9049,0.6991,0.0021,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5292,0.0133,89.4327,59.624,0.6798,0.0002,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.1906,0.0123,89.4882,59.9812,0.6862,0.0018,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.9961,0.0125,0.0,59.8807,0.6779,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.7252,0.013,89.4721,59.737,0.6799,0.0025
