Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,approach_claude_LLM_Clarity_Rating,approach_claude_LLM_Completeness_Rating,approach_claude_LLM_Consistency_Rating,approach_claude_PSNR,approach_claude_RMSE,approach_claude_SAM,approach_claude_SRE,approach_claude_SSIM,approach_claude_UIQ,repo_url,summary_token_count
boxes_and_arrows,event-driven,entire+,"static, dynamic",tamu-datathon-org_galaxy,n,"sub-systems, DBs",general,uni,communication,n,y,n,high,n,n,,maintainability,tamu-datathon-org/galaxy,"rectangles, circles","postgresql, mongodb",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.3646,0.0135,0.0000,65.7618,0.8356,,https://github.com/tamu-datathon-org/galaxy/,688
"icons_and_arrows, boxes","event-driven, client-server",entire,dynamic,odh-labs_predictive-maint,y,"containers, sub-systems, technologies",deployment,uni,control_flow,n,y,n,high,n,y,,functional_suitability,odh-labs/predictive-maint,"rectangles, icons","superset, tableau, red_hat, prometheus, aws",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5811,0.0165,0.0000,63.3249,0.7851,,https://github.com/odh-labs/predictive-maint/,1296
"boxes_and_arrows, icons_and_arrows",NA,part,dynamic,DehengYang_APRConfig,n,packages,control_flow,uni,control_flow,n,y,n,low,n,y,,functional_suitability,DehengYang/APRConfig,"rectangles, icons",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3385,0.0192,0.0000,60.5042,0.7285,,https://github.com/DehengYang/APRConfig/,1336
icons_and_arrows,layered,entire+,static,brightzheng100_instana-handson-labs,y,"servers, containers, technologies",deployment,uni,communication,snapshots,y,n,high,n,y,,flexibility,brightzheng100/instana-handson-labs,"rectangles, icons","docker, apache, cassandra, butles, nginx, cockroachdb, kubernetes, spring",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3208,0.0153,0.0000,60.4968,0.7185,,https://github.com/brightzheng100/instana-handson-labs/,892
boxes,layered,entire,static,inIT-HF_gr-corrsounder,n,"packages, layers",general,bi,NA,n,n,n,high,n,y,,maintainability,inIT-HF/gr-corrsounder,"rectangles, squares",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.4099,0.0240,0.0000,53.0836,0.3619,,https://github.com/inIT-HF/gr-corrsounder/,1382
icons_and_arrows,MVC,entire+,"static, dynamic",medlab_320-online-prototype,y,sub-systems,general,bi,communication,code_snippet,y,n,medium,n,y,,flexibility,medlab/320-online-prototype,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9899,0.0141,0.0000,55.6417,0.6314,,https://github.com/medlab/320-online-prototype/,997
boxes_and_arrows,NA,part,static,annashres_CustomerBot,n,"DBs, sub-systems",data_flow,no,data_flow,n,y,n,high,n,n,manual sketch,maintainability,annashres/CustomerBot,rectangles,microsoft,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.0054,0.0224,0.0000,58.7985,0.5688,,https://github.com/annashres/CustomerBot/,967
boxes_and_arrows,client-server,entire+,dynamic,TestHaters_ctflow,y,"sub-systems, technologies",general,uni,control_flow,snapshots,y,n,high,n,n,,functional_suitability,TestHaters/ctflow,icons,cypress.io,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5882,0.0148,0.0000,61.9270,0.7656,,https://github.com/TestHaters/ctflow/,1121
UML,"MVC, clean",entire,static,ballerina-platform_asyncapi-tools,y,"classes, interfaces, functions, layers",general,uni,inheritance,n,y,n,low,n,y,good example of low level UML architecture,maintainability,ballerina-platform/asyncapi-tools,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/ballerina-platform/asyncapi-tools/,1362
boxes_and_arrows,NA,entire,static,Fenkey_irma,n,sub-systems,general,bi,communication,n,y,n,high,n,n,,maintainability,Fenkey/irma,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5473,0.0166,0.0000,56.2857,0.5779,,https://github.com/Fenkey/irma/,1468
boxes,clean,entire,static,alexandredev3_nodejs-clean-architeture,y,layers,general,NA,NA,miniview,n,n,high,y,y,clean duplicate,maintainability,alexandredev3/nodejs-clean-architeture,circles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.5680,0.0210,0.0000,55.0225,0.5432,,https://github.com/alexandredev3/nodejs-clean-architeture/,1065
boxes_and_arrows,event-driven,entire,dynamic,Elkinmt19_feature-hero-ml,y,"DBs, servers, packages",general,uni,data_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Elkinmt19/feature-hero-ml,"rectangles, cylinders, icons","apache, kinesis, aws, snowflake, bigquery, redshift, synapse, google",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7381,0.0146,0.0000,58.6844,0.5318,,https://github.com/Elkinmt19/feature-hero-ml/,897
boxes,client-server,part,static,mateuseap_apache-airflow,y,sub-systems,general,NA,NA,n,n,n,high,n,n,,maintainability,mateuseap/apache-airflow,rectangles,apache,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.5837,0.0468,0.0000,42.3918,0.2801,,https://github.com/mateuseap/apache-airflow/,1082
icons_and_arrows,client-server,entire,static,mxaviersmp_spotify-tracker,y,"technologies, APIs",general,bi,communication,n,y,n,high,n,n,,maintainability,mxaviersmp/spotify-tracker,icons,"apache, aws, github",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.6887,0.0146,0.0000,63.5021,0.8601,,https://github.com/mxaviersmp/spotify-tracker/,1061
UML,NA,part,dynamic,quasirsg_Henry-M3,y,processes,control_flow,uni,control_flow,n,y,n,low,n,n,,functional_suitability,quasirsg/Henry-M3,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/quasirsg/Henry-M3/,705
boxes_and_arrows,pipes-and-filters,part,static,qnib_qframe,y,packages,data_flow,bi,"dependencies, data_flow",n,y,n,medium,n,n,,functional_suitability,qnib/qframe,rectangles,qt,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.7399,0.0316,0.0000,48.4780,0.3325,,https://github.com/qnib/qframe/,1419
boxes_and_arrows,layered,entire,static,ArnBaudzus_FluxSurfer,y,sub-systems,general,uni,control_flow,text,y,n,high,n,n,,maintainability,ArnBaudzus/FluxSurfer,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.7238,0.0282,0.0000,53.4381,0.4637,,https://github.com/ArnBaudzus/FluxSurfer/,1135
boxes_and_arrows,"SOA, event-driven",entire+,static,swir-rs_swir,y,"technologies, DBs, sub-systems",general,bi,"communication, dependencies",n,y,n,high,n,y,,maintainability,swir-rs/swir,rectangles,"redis, aws, apache, prometheus, nats, jaeger, swir",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,29.5559,0.0333,0.0000,52.2299,0.4366,,https://github.com/swir-rs/swir/,1034
icons_and_arrows,NA,entire+,dynamic,dspace-group_simphera-reference-architecture-azure,y,"servers, containers","deployment, connectivity",uni,"dependencies, communication",n,y,n,high,n,n,,"interaction_capability, functional_suitability",dspace-group/simphera-reference-architecture-azure,icons,"bastion, azure, nginx, postgresql, kubernetes, simphera",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,39.1961,0.0109,0.0000,64.7351,0.8505,,https://github.com/dspace-group/simphera-reference-architecture-azure/,1089
UML,client-server,part,dynamic,inovex_scrumlr.io,y,"servers, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,inovex/scrumlr.io,"rectangles, ellipses",sql,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5804,0.0132,0.0000,56.0786,0.4902,,https://github.com/inovex/scrumlr.io/,1359
icons_and_arrows,"client-server, layered",entire+,dynamic,vishipayyallore_blazorwasm-apim-api-sql-redis,y,"APIs, containers, technologies, DBs",control_flow,uni,control_flow,"text, snapshots",y,n,high,n,n,,functional_suitability,vishipayyallore/blazorwasm-apim-api-sql-redis,icons,"azure, blazor, auth0, sql",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,39.3470,0.0105,0.0000,61.8891,0.7945,,https://github.com/vishipayyallore/blazorwasm-apim-api-sql-redis/,1036
boxes_and_arrows,event-driven,entire,static,orchsym_runtime,y,"sub-systems, DBs",general,uni,"communication, control_flow",n,y,n,high,n,y,"Even when colors are used, the meaning of the colors is not explicit",maintainability,orchsym/runtime,"rectangles, cylinders",apache,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0825,0.0557,0.0000,34.6955,0.0548,,https://github.com/orchsym/runtime/,1310
icons_and_arrows,event-driven,part,dynamic,castle-finance_vault-transaction-indexer,y,"DBs, functions",control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,castle-finance/vault-transaction-indexer,"icons, 3d",aws,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.0592,0.0124,0.0000,62.3907,0.7408,,https://github.com/castle-finance/vault-transaction-indexer/,997
boxes_and_arrows,"clean, hexagonal",entire+,static,hex-js_nodejs-hexagonal-boilerplate-ts,n,"sub-systems, layers",general,uni,"dependencies, communication",n,y,y,high,n,n,,maintainability,hex-js/nodejs-hexagonal-boilerplate-ts,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1126,0.0176,0.0000,57.1197,0.5851,,https://github.com/hex-js/nodejs-hexagonal-boilerplate-ts/,1098
icons_and_arrows,client-server,entire+,static,NodleCode_n1,y,"servers, clients",deployment,bi,communication,n,y,n,high,n,n,,flexibility,NodleCode/n1,icons,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4970,0.0150,0.0000,57.6197,0.8151,,https://github.com/NodleCode/n1/,1285
boxes_and_arrows,NA,entire,static,ZID-Automat_Controller-ZIDAutomat,n,"sub-systems, APIs",general,no,NA,n,y,n,high,n,n,,maintainability,ZID-Automat/Controller-ZIDAutomat,"rectangles, ellipses",NA,,,,35.1585,0.0174,0.0000,56.8338,0.6260,,https://github.com/ZID-Automat/Controller-ZIDAutomat/,985
icons_and_arrows,NA,entire,dynamic,DJMcK_aws-lake-training,y,technologies,control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",DJMcK/aws-lake-training,icons,aws,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.1648,0.0155,0.0000,61.6627,0.6558,,https://github.com/DJMcK/aws-lake-training/,1287
boxes_and_arrows,NA,entire,static,nforge_devnote,y,"packages, sub-systems, technologies",general,uni,communication,n,y,n,medium,n,y,,maintainability,nforge/devnote,rectangles,javascript,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.6823,0.0164,0.0000,56.9456,0.4721,,https://github.com/nforge/devnote/,1077
boxes_and_arrows,NA,part,dynamic,opstree_OT-Microservices-Training,y,"classes, DBs, sub-systems",control_flow,uni,data_flow,n,y,n,high,n,n,"The lack of a legen makes connector nature much harder to understand (e.g., what does a dashed line stand for?)","functional_suitability, maintainability",opstree/OT-Microservices-Training,"rectangles, cylinders, icons","go, java, python, elasticsearch, mysql",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.6849,0.0145,0.0000,57.3581,0.5244,,https://github.com/opstree/OT-Microservices-Training/,1096
icons_and_arrows,client-server,part,dynamic,victorshinya_serverless-chatbot,y,"DBs, technologies, devices",control_flow,bi,control_flow,n,y,n,high,n,n,,maintainability,victorshinya/serverless-chatbot,"icons, circles",ibm,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2238,0.0107,89.9750,62.2704,0.8694,,https://github.com/victorshinya/serverless-chatbot/,674
icons_and_arrows,layered,part,dynamic,itselavia_edge-computing-platform-for-deep-learning-apps,y,"technologies, hardware_components",control_flow,bi,control_flow,text,y,n,high,y,y,,"functional_suitability, maintainability",itselavia/edge-computing-platform-for-deep-learning-apps,"rectangles, icons","kubernetes, react, raspberry, google, java, go, python",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7984,0.0144,0.0000,65.8086,0.8195,,https://github.com/itselavia/edge-computing-platform-for-deep-learning-apps/,1361
boxes_and_arrows,SOA,part,dynamic,danielfm_prometheus-for-developers,y,"technologies, servers, sub-systems",control_flow,uni,communication,n,y,n,medium,n,y,,"functional_suitability, maintainability",danielfm/prometheus-for-developers,"rectangles, icons, squares","prometheus, grafana, kubernetes",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.2564,0.0192,0.0000,60.4899,0.6803,,https://github.com/danielfm/prometheus-for-developers/,638
icons_and_arrows,SOA,part,dynamic,alfredcs_immersion_day_labs,y,"technologies, servers, clients",deployment,uni,control_flow,n,y,n,high,n,n,,performance_efficiency,alfredcs/immersion_day_labs,"rectangles, icons",aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7248,0.0163,0.0000,58.2686,0.6739,,https://github.com/alfredcs/immersion_day_labs/,1014
icons_and_arrows,"client-server, publish-subscribe, SOA",entire,static,GoogleCloudPlatform_datacatalog-tag-engine,y,"clients, technologies, functions",deployment,uni,control_flow,n,y,n,high,n,n,,"flexibility, performance_efficiency",GoogleCloudPlatform/datacatalog-tag-engine,"icons, rectangles",bigquery,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9862,0.0502,0.0000,47.5577,0.2576,,https://github.com/GoogleCloudPlatform/datacatalog-tag-engine/,972
icons_and_arrows,client-server,entire+,dynamic,BoraxTheClean_DevelopmentMachine,y,"clients, servers, technologies",security,uni,control_flow,n,y,n,high,n,n,,security,BoraxTheClean/DevelopmentMachine,"icons, 3d",aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0132,0.0111,0.0000,62.8906,0.7523,,https://github.com/BoraxTheClean/DevelopmentMachine/,615
boxes_and_arrows,NA,part,static,lubkoKuzenko_FE-Interview-Questions,y,packages,general,uni,dependencies,n,y,n,medium,n,y,manual sketch,maintainability,lubkoKuzenko/FE-Interview-Questions,rectangles,angular,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8542,0.0128,0.0000,57.6581,0.4553,,https://github.com/lubkoKuzenko/FE-Interview-Questions/,994
boxes_and_arrows,NA,part,dynamic,Luizbrandt_users-crud-salesforce,y,"functions, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Luizbrandt/users-crud-salesforce,rectangles,salesforce,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5879,0.0164,0.0000,54.0720,0.4113,,https://github.com/Luizbrandt/users-crud-salesforce/,867
icons_and_arrows,event-driven,part,dynamic,becloudway_serverless-data-pipeline,y,"functions, technologies",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",becloudway/serverless-data-pipeline,icons,"aws, slack",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.6872,0.0146,0.0000,61.1430,0.7672,,https://github.com/becloudway/serverless-data-pipeline/,1356
"boxes_and_arrows, icons_and_arrows",NA,entire+,static,azuregomez_SecurePaaS,y,"sub-systems, DBs, servers","security, connectivity",uni,communication,n,y,y,high,n,y,good example of security view,security,azuregomez/SecurePaaS,"rectangles, icons",sql,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,39.4616,0.0105,0.0000,63.8949,0.8426,,https://github.com/azuregomez/securepaas/,742
icons_and_arrows,event-driven,entire+,dynamic,marekq_rss-lambda,n,"functions, clients, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",marekq/rss-lambda,"circles, icons",aws,,,,NA,NA,NA,NA,NA,NA,https://github.com/marekq/rss-lambda/,1157
icons_and_arrows,client-server,entire+,"static, dynamic",Software-Engineering-DHBW_bikeminer,y,"clients, servers, containers",data_flow,uni,data_flow,n,y,n,high,n,y,,"functional_suitability, maintainability",Software-Engineering-DHBW/bikeminer,"rectangles, icons, cylinders",docker,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.6977,0.0146,0.0000,62.1275,0.8154,,https://github.com/Software-Engineering-DHBW/bikeminer/,1197
boxes,"clean, client-server",entire,static,mincloud1501_MSA_miniProject,y,"clients, servers, containers",deployment,no,dependencies,n,y,n,high,n,y,,maintainability,mincloud1501/MSA_miniProject,circles,docker,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4754,0.0127,89.9431,58.3876,0.7368,,https://github.com/mincloud1501/MSA_miniProject/,863
boxes_and_arrows,client-server,entire+,static,pgrignaffini_AlgoCrowd,n,"clients, servers, DBs",general,uni,communication,n,y,n,high,n,y,,maintainability,pgrignaffini/AlgoCrowd,rectangles,blockchain,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7173,0.0163,0.0000,56.6774,0.5461,,https://github.com/pgrignaffini/AlgoCrowd/,925
icons_and_arrows,event-driven,entire,dynamic,spagnuolocarmine_serverless-computing-for-iot,y,"devices, hardware_components, DBs, clients",data_flow,uni,data_flow,n,y,n,high,n,n,iot,"functional_suitability, maintainability",spagnuolocarmine/serverless-computing-for-iot,icons,nuclio,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5478,0.0149,0.0000,58.9490,0.7420,,https://github.com/spagnuolocarmine/serverless-computing-for-iot/,816
boxes_and_arrows,NA,entire+,dynamic,aurelien-m_raspberrypi-rustpy,y,"devices, hardware_components, clients","deployment, data_flow",uni,data_flow,n,y,y,high,n,y,,maintainability,aurelien-m/raspberrypi-rustpy,"rectangles, icons","python, rust, raspberry",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,32.7298,0.0228,0.0000,57.3170,0.6682,,https://github.com/aurelien-m/raspberrypi-rustpy/,1502
boxes_and_arrows,event-driven,entire,static,apache_apisix-dashboard,y,"packages, servers, layers, network_components","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,maintainability,apache/apisix-dashboard,rectangles,apache,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5075,0.0150,0.0000,60.2033,0.6878,,https://github.com/apache/apisix-dashboard/,1267
boxes_and_arrows,"SOA, client-server",entire,static,EMERIC237_Restaurant-reservation-app,n,"services, packages, DBs, layers","deployment, data_flow",uni,communication,n,y,n,high,n,y,,maintainability,EMERIC237/Restaurant-reservation-app,rectangles,"react, nodejs, postgresql",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.0947,0.0279,0.0000,51.0489,0.4175,,https://github.com/EMERIC237/Restaurant-reservation-app/,1356
UML,NA,part,dynamic,s-sokolko_smev3_adapter_service,n,"clients, packages",data_flow,bi,communication,n,y,n,high,n,n,,functional_suitability,s-sokolko/smev3_adapter_service,rectangles,mongodb,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.9890,0.0112,0.0000,57.9544,0.7202,,https://github.com/s-sokolko/smev3_adapter_service/,1016
icons_and_arrows,"client-server, layered",part,dynamic,UoA-eResearch_hub-stack,y,"functions, DBs, sub-systems, technologies",deployment,uni,control_flow,n,y,n,medium,n,y,,maintainability,UoA-eResearch/hub-stack,"rectangles, icons","shibboleth, sentry, google, grafana, aws, elasticsearch, kibana, contentful, python",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.9539,0.0156,0.0000,61.3999,0.7400,,https://github.com/UoA-eResearch/hub-stack/,1447
boxes_and_arrows,NA,entire,static,rinkako_CStoreDBMS,y,"classes, layers, DBs",general,uni,"inheritance, dependencies",n,y,n,medium,n,y,,maintainability,rinkako/CStoreDBMS,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.5677,0.0186,0.0000,58.0867,0.6124,,https://github.com/Rinkako/CStoreDB/,1077
boxes_and_arrows,"client-server, layered",entire+,dynamic,i5ting_stuq-koa,y,"clients, servers, DBs",connectivity,uni,communication,n,y,n,high,n,n,,functional_suitability,i5ting/stuq-koa,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2329,0.0171,0.0000,57.6773,0.6315,,https://github.com/i5ting/stuq-koa/,825
icons_and_arrows,event-driven,entire,dynamic,victor369basu_Real-time-stock-market-prediction,n,"DBs, technologies",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,victor369basu/Real-time-stock-market-prediction,icons,"mongodb, tensorflow",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6919,0.0164,0.0000,56.8046,0.6997,,https://github.com/victor369basu/Real-time-stock-market-prediction/,818
icons_and_arrows,SOA,entire,dynamic,IBM_logdna-cos,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/logdna-cos,"circles, icons","ibm, nodejs, logdna",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8793,0.0113,0.0000,63.5369,0.8668,,https://github.com/IBM/logdna-cos/,697
boxes_and_arrows,NA,part,dynamic,xinsongyan_talos_pal_locomotion_slmc,y,"classes, steps",control_flow,uni,control_flow,n,y,n,medium,n,y,"even if colors are used (for connectors or different elements), what the colors does  never seem to be specified",functional_suitability,xinsongyan/talos_pal_locomotion_slmc,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9452,0.0170,0.0000,58.8455,0.6762,,https://github.com/xinsongyan/talos_pal_locomotion_slmc/,997
boxes_and_arrows,NA,entire,static,FudanOCR_FudanOCR,y,packages,general,bi,dependencies,n,y,n,high,n,n,,maintainability,FudanOCR/FudanOCR,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.9469,0.0157,0.0000,59.2868,0.6982,,https://github.com/FudanOCR/FudanOCR/,1125
boxes_and_arrows,NA,entire+,static,CodisLabs_codis,n,"clients, servers, network_components",deployment,uni,"data_flow, dependencies",n,y,n,high,n,n,,maintainability,CodisLabs/codis,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4816,0.0134,0.0000,63.1758,0.7800,,https://github.com/CodisLabs/codis/,1184
boxes_and_arrows,SOA,part,dynamic,vectranetworks_AWS-Traffic-Mirroring-Session-Manager,n,steps,control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,vectranetworks/AWS-Traffic-Mirroring-Session-Manager,rectangles,aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7102,0.0146,0.0000,56.9269,0.5782,,https://github.com/vectranetworks/AWS-Traffic-Mirroring-Session-Manager/,801
boxes_and_arrows,smart-contracts,part,static,securesecrets_shadeswap,n,"technologies, packages, classes",general,uni,inheritance,n,y,n,high,n,n,blockchain,maintainability,securesecrets/shadeswap,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.0386,0.0141,0.0000,57.6624,0.5907,,https://github.com/securesecrets/shadeswap/,1184
icons_and_arrows,"microservices, client-server",entire,dynamic,Spiderpig86_SmoresUnderflow,y,"technologies, services, DBs, clients",deployment,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, performance_efficiency",Spiderpig86/SmoresUnderflow,icons,"kibana, elasticsearch, mongodb, redis",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.4486,0.0106,89.9691,64.2936,0.8383,,https://github.com/Spiderpig86/SmoresUnderflow/,1258
icons_and_arrows,"microservices, client-server",entire,dynamic,Spiderpig86_SmoresUnderflow,y,"technologies, services, DBs, clients",deployment,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, performance_efficiency",Spiderpig86/SmoresUnderflow,icons,"kibana, elasticsearch, mongodb, redis",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.4486,0.0106,89.9691,64.2936,0.8383,,https://github.com/Spiderpig86/SmoresUnderflow/,841
icons_and_arrows,client-server,part,dynamic,icoxfog417_karura,y,steps,control_flow,uni,control_flow,snapshots,y,n,high,n,n,,"functional_suitability, performance_efficiency",icoxfog417/karura,icons,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2690,0.0153,0.0000,60.7733,0.7670,,https://github.com/icoxfog417/karura/,1067
icons_and_arrows,NA,entire+,dynamic,hypertrack_live-app-android,y,"steps, clients, sub-systems",control_flow,uni,control_flow,snapshots,y,n,high,n,n,,"functional_suitability, performance_efficiency",hypertrack/live-app-android,icons,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7984,0.0129,0.0000,62.0070,0.8264,,https://github.com/hypertrack/live-app-android/,841
boxes,layered,entire+,static,yuwen123441_NVMeAutomation,y,sub-systems,general,bi,NA,n,y,n,high,n,n,,maintainability,yuwen123441/NVMeAutomation,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.3217,0.0135,0.0000,57.4889,0.6772,,https://github.com/yuwen123441/NVMeAutomation/,863
boxes_and_arrows,layered,entire,static,little-hands_webdbpress-2019-10-ddd,n,"layers, sub-systems",general,uni,dependencies,n,y,n,high,n,n,,maintainability,little-hands/webdbpress-2019-10-ddd,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7400,0.0183,0.0000,61.2050,0.7035,,https://github.com/little-hands/webdbpress-2019-10-ddd/,852
icons_and_arrows,"client-server, publish-subscribe",entire+,dynamic,Sanperolo_The-Intelligent-Bike,y,"hardware_components, servers, technologies, clients",deployment,uni,data_flow,n,y,n,high,n,n,iot,compatibility,Sanperolo/The-Intelligent-Bike,icons,"heroku, raspberry, python, django, postgresql, angular, typescript, javascript, html, css",Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.4216,0.0169,0.0000,63.1817,0.7677,,https://github.com/Sanperolo/The-Intelligent-Bike/,1110
boxes_and_arrows,NA,entire,static,turkcellcloud_jupyter-openshift,y,"containers, sub-systems, technologies, hardware_components, clients, DBs","deployment, security",bi,data_flow,n,y,n,high,n,y,,security,turkcellcloud/jupyter-openshift,rectangles,"kubernetes, nvidia",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.0043,0.0199,0.0000,56.8198,0.5643,,https://github.com/vOrcunus/jupyter-openshift/,1291
boxes_and_arrows,client-server,part,static,padok-team_dojo-terraform-aws-security,n,"clients, servers","security, deployment, connectivity",uni,communication,,y,n,high,n,y,,security,padok-team/dojo-terraform-aws-security,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2556,0.0137,0.0000,57.3348,0.5790,,https://github.com/padok-team/dojo-terraform-aws-security/,958
UML,NA,part,static,EOS-Nation_dfuse-docs,n,"packages, DBs, clients",general,uni,data_flow,text,y,n,medium,n,y,,"maintainability, performance_efficiency",EOS-Nation/dfuse-docs,rectangles,"aws, google, azure",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9806,0.0126,0.0000,60.0570,0.7680,,https://github.com/EOS-Nation/dfuse-docs/,854
boxes_and_arrows,client-server,entire+,static,rackerlabs_scantron,y,"firewalls, DBs, servers, clients","performance, deployment",uni,"communication, data_flow",n,y,y,high,n,n,,"maintainability, performance_efficiency",rackerlabs/scantron,rectangles,"django, postgresql",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.0035,0.0562,0.0000,34.2845,0.0358,,https://github.com/rackerlabs/scantron/,1128
