Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count,zero_shot_claude_3.5_sonnet_LLM_Clarity_Rating,zero_shot_claude_3.5_sonnet_LLM_Completeness_Rating,zero_shot_claude_3.5_sonnet_LLM_Consistency_Rating,zero_shot_claude_3.5_sonnet_PSNR,zero_shot_claude_3.5_sonnet_RMSE,zero_shot_claude_3.5_sonnet_SAM,zero_shot_claude_3.5_sonnet_SRE,zero_shot_claude_3.5_sonnet_SSIM,zero_shot_claude_3.5_sonnet_UIQ
icons_and_arrows,publish-subscribe,entire+,dynamic,jinnerbichler_flash-home,n,"sub-systems, servers",connectivity,uni,communication,n,y,n,high,n,n,iot,interaction_capability,jinnerbichler/flash-home,icons,NA,https://github.com/jinnerbichler/flash-home/,963,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.5489,0.0592,5.0760,22.2470,0.0095,-0.0021
UML,MVC,entire,static,OpenPSD_modelbank,n,"packages, classes, data",general,uni,inheritance,n,y,n,medium,n,y,,maintainability,OpenPSD/modelbank,rectangles,NA,https://github.com/OpenPSD/modelbank/,1126,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.9233,0.0143,87.5268,58.6863,0.5839,-0.0013
boxes_and_arrows,NA,entire+,static,minism_hotel,y,"servers, containers",deployment,uni,communication,text,y,n,high,n,n,,"flexibility, performance_efficiency",minism/hotel,rectangles,unity,https://github.com/minism/hotel/,961,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.2842,0.0544,12.9125,35.6409,0.0902,0.0014
boxes_and_arrows,MVC,entire,dynamic,IBM_kubernetes-storage,y,"APIs, containers","deployment, scheduling",bi,"API_calls, data_flow",n,y,n,high,y,n,,"functional_suitability, performance_efficiency",IBM/kubernetes-storage,rectangles,kubernetes,https://github.com/IBM/kubernetes-storage/,739,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7511,0.0115,89.8226,62.2744,0.7407,0.0006
boxes_and_arrows,event-driven,entire+,"static, dynamic",tamu-datathon-org_galaxy,n,"sub-systems, DBs",general,uni,communication,n,y,n,high,n,n,,maintainability,tamu-datathon-org/galaxy,"rectangles, circles","postgresql, mongodb",https://github.com/tamu-datathon-org/galaxy/,688,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.0296,0.0125,87.8154,66.0913,0.8419,0.0005
"icons_and_arrows, boxes","event-driven, client-server",entire,dynamic,odh-labs_predictive-maint,y,"containers, sub-systems, technologies",deployment,uni,control_flow,n,y,n,high,n,y,,functional_suitability,odh-labs/predictive-maint,"rectangles, icons","superset, tableau, red_hat, prometheus, aws",https://github.com/odh-labs/predictive-maint/,1296,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.3025,0.0172,88.8344,63.1361,0.7092,0.0004
"boxes_and_arrows, icons_and_arrows",NA,part,dynamic,DehengYang_APRConfig,n,packages,control_flow,uni,control_flow,n,y,n,low,n,y,,functional_suitability,DehengYang/APRConfig,"rectangles, icons",NA,https://github.com/DehengYang/APRConfig/,1336,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6709,0.0185,85.2225,60.6467,0.6215,-0.0009
icons_and_arrows,layered,entire+,static,brightzheng100_instana-handson-labs,y,"servers, containers, technologies",deployment,uni,communication,snapshots,y,n,high,n,y,,flexibility,brightzheng100/instana-handson-labs,"rectangles, icons","docker, apache, cassandra, butles, nginx, cockroachdb, kubernetes, spring",https://github.com/brightzheng100/instana-handson-labs/,892,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3578,0.0152,88.7949,60.5187,0.6439,-0.0003
boxes,layered,entire,static,inIT-HF_gr-corrsounder,n,"packages, layers",general,bi,NA,n,n,n,high,n,y,,maintainability,inIT-HF/gr-corrsounder,"rectangles, squares",NA,https://github.com/inIT-HF/gr-corrsounder/,1382,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.5271,0.0236,83.7507,53.1435,0.3045,-0.0011
icons_and_arrows,MVC,entire+,"static, dynamic",medlab_320-online-prototype,y,sub-systems,general,bi,communication,code_snippet,y,n,medium,n,y,,flexibility,medlab/320-online-prototype,rectangles,NA,https://github.com/medlab/320-online-prototype/,997,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,part,static,annashres_CustomerBot,n,"DBs, sub-systems",data_flow,no,data_flow,n,y,n,high,n,n,manual sketch,maintainability,annashres/CustomerBot,rectangles,microsoft,https://github.com/annashres/CustomerBot/,967,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,32.7371,0.0231,89.8061,58.6536,0.5692,-0.0001
boxes_and_arrows,client-server,entire+,dynamic,TestHaters_ctflow,y,"sub-systems, technologies",general,uni,control_flow,snapshots,y,n,high,n,n,,functional_suitability,TestHaters/ctflow,icons,cypress.io,https://github.com/TestHaters/ctflow/,1121,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2560,0.0137,89.5195,62.2901,0.7764,0.0000
UML,"MVC, clean",entire,static,ballerina-platform_asyncapi-tools,y,"classes, interfaces, functions, layers",general,uni,inheritance,n,y,n,low,n,y,good example of low level UML architecture,maintainability,ballerina-platform/asyncapi-tools,rectangles,NA,https://github.com/ballerina-platform/asyncapi-tools/,1362,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2487,0.0109,89.8077,62.3213,0.7383,-0.0007
boxes_and_arrows,NA,entire,static,Fenkey_irma,n,sub-systems,general,bi,communication,n,y,n,high,n,n,,maintainability,Fenkey/irma,rectangles,NA,https://github.com/Fenkey/irma/,1468,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1057,0.0157,87.0791,56.5816,0.5795,0.0037
boxes,clean,entire,static,alexandredev3_nodejs-clean-architeture,y,layers,general,NA,NA,miniview,n,n,high,y,y,clean duplicate,maintainability,alexandredev3/nodejs-clean-architeture,circles,NA,https://github.com/alexandredev3/nodejs-clean-architeture/,1065,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.8160,0.0204,87.9454,55.1492,0.4793,0.0004
boxes_and_arrows,event-driven,entire,dynamic,Elkinmt19_feature-hero-ml,y,"DBs, servers, packages",general,uni,data_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Elkinmt19/feature-hero-ml,"rectangles, cylinders, icons","apache, kinesis, aws, snowflake, bigquery, redshift, synapse, google",https://github.com/Elkinmt19/feature-hero-ml/,897,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1064,0.0140,88.4812,58.8684,0.5198,0.0012
boxes,client-server,part,static,mateuseap_apache-airflow,y,sub-systems,general,NA,NA,n,n,n,high,n,n,,maintainability,mateuseap/apache-airflow,rectangles,apache,https://github.com/mateuseap/apache-airflow/,1082,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.3318,0.0482,88.7321,42.2859,0.2918,0.0011
icons_and_arrows,client-server,entire,static,mxaviersmp_spotify-tracker,y,"technologies, APIs",general,bi,communication,n,y,n,high,n,n,,maintainability,mxaviersmp/spotify-tracker,icons,"apache, aws, github",https://github.com/mxaviersmp/spotify-tracker/,1061,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.0481,0.0125,89.7729,64.1827,0.8247,-0.0013
UML,NA,part,dynamic,quasirsg_Henry-M3,y,processes,control_flow,uni,control_flow,n,y,n,low,n,n,,functional_suitability,quasirsg/Henry-M3,rectangles,NA,https://github.com/quasirsg/Henry-M3/,705,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0627,0.0125,89.6483,57.0113,0.6581,0.0061
boxes_and_arrows,pipes-and-filters,part,static,qnib_qframe,y,packages,data_flow,bi,"dependencies, data_flow",n,y,n,medium,n,n,,functional_suitability,qnib/qframe,rectangles,qt,https://github.com/qnib/qframe/,1419,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,29.8290,0.0323,89.4514,48.5597,0.3894,0.0026
boxes_and_arrows,layered,entire,static,ArnBaudzus_FluxSurfer,y,sub-systems,general,uni,control_flow,text,y,n,high,n,n,,maintainability,ArnBaudzus/FluxSurfer,rectangles,NA,https://github.com/ArnBaudzus/FluxSurfer/,1135,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,"SOA, event-driven",entire+,static,swir-rs_swir,y,"technologies, DBs, sub-systems",general,bi,"communication, dependencies",n,y,n,high,n,y,,maintainability,swir-rs/swir,rectangles,"redis, aws, apache, prometheus, nats, jaeger, swir",https://github.com/swir-rs/swir/,1034,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,29.7195,0.0327,66.6970,52.3068,0.3927,0.0009
icons_and_arrows,NA,entire+,dynamic,dspace-group_simphera-reference-architecture-azure,y,"servers, containers","deployment, connectivity",uni,"dependencies, communication",n,y,n,high,n,n,,"interaction_capability, functional_suitability",dspace-group/simphera-reference-architecture-azure,icons,"bastion, azure, nginx, postgresql, kubernetes, simphera",https://github.com/dspace-group/simphera-reference-architecture-azure/,1089,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1589,0.0156,89.0052,63.4238,0.7619,-0.0017
UML,client-server,part,dynamic,inovex_scrumlr.io,y,"servers, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,inovex/scrumlr.io,"rectangles, ellipses",sql,https://github.com/inovex/scrumlr.io/,1359,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6754,0.0131,89.1331,56.1273,0.4618,0.0053
icons_and_arrows,"client-server, layered",entire+,dynamic,vishipayyallore_blazorwasm-apim-api-sql-redis,y,"APIs, containers, technologies, DBs",control_flow,uni,control_flow,"text, snapshots",y,n,high,n,n,,functional_suitability,vishipayyallore/blazorwasm-apim-api-sql-redis,icons,"azure, blazor, auth0, sql",https://github.com/vishipayyallore/blazorwasm-apim-api-sql-redis/,1036,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1865,0.0110,89.8241,61.5626,0.7124,-0.0034
boxes_and_arrows,event-driven,entire,static,orchsym_runtime,y,"sub-systems, DBs",general,uni,"communication, control_flow",n,y,n,high,n,y,"Even when colors are used, the meaning of the colors is not explicit",maintainability,orchsym/runtime,"rectangles, cylinders",apache,https://github.com/orchsym/runtime/,1310,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
icons_and_arrows,event-driven,part,dynamic,castle-finance_vault-transaction-indexer,y,"DBs, functions",control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,castle-finance/vault-transaction-indexer,"icons, 3d",aws,https://github.com/castle-finance/vault-transaction-indexer/,997,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.2001,0.0123,89.5974,62.3399,0.6757,0.0002
boxes_and_arrows,"clean, hexagonal",entire+,static,hex-js_nodejs-hexagonal-boilerplate-ts,n,"sub-systems, layers",general,uni,"dependencies, communication",n,y,y,high,n,n,,maintainability,hex-js/nodejs-hexagonal-boilerplate-ts,rectangles,NA,https://github.com/hex-js/nodejs-hexagonal-boilerplate-ts/,1098,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2327,0.0173,86.3067,57.1802,0.5820,0.0010
icons_and_arrows,client-server,entire+,static,NodleCode_n1,y,"servers, clients",deployment,bi,communication,n,y,n,high,n,n,,flexibility,NodleCode/n1,icons,NA,https://github.com/NodleCode/n1/,1285,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2609,0.0154,89.6170,57.4993,0.6568,-0.0026
boxes_and_arrows,NA,entire,static,ZID-Automat_Controller-ZIDAutomat,n,"sub-systems, APIs",general,no,NA,n,y,n,high,n,n,,maintainability,ZID-Automat/Controller-ZIDAutomat,"rectangles, ellipses",NA,https://github.com/ZID-Automat/Controller-ZIDAutomat/,985,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1520,0.0156,86.4033,57.3210,0.6502,-0.0043
icons_and_arrows,NA,entire,dynamic,DJMcK_aws-lake-training,y,technologies,control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",DJMcK/aws-lake-training,icons,aws,https://github.com/DJMcK/aws-lake-training/,1287,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.6738,0.0116,89.4471,62.9275,0.6591,0.0011
boxes_and_arrows,NA,entire,static,nforge_devnote,y,"packages, sub-systems, technologies",general,uni,communication,n,y,n,medium,n,y,,maintainability,nforge/devnote,rectangles,javascript,https://github.com/nforge/devnote/,1077,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.0976,0.0140,88.9605,57.7031,0.5789,-0.0040
boxes_and_arrows,NA,part,dynamic,opstree_OT-Microservices-Training,y,"classes, DBs, sub-systems",control_flow,uni,data_flow,n,y,n,high,n,n,"The lack of a legen makes connector nature much harder to understand (e.g., what does a dashed line stand for?)","functional_suitability, maintainability",opstree/OT-Microservices-Training,"rectangles, cylinders, icons","go, java, python, elasticsearch, mysql",https://github.com/opstree/OT-Microservices-Training/,1096,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.9488,0.0127,89.9197,58.0796,0.5411,0.0051
icons_and_arrows,client-server,part,dynamic,victorshinya_serverless-chatbot,y,"DBs, technologies, devices",control_flow,bi,control_flow,n,y,n,high,n,n,,maintainability,victorshinya/serverless-chatbot,"icons, circles",ibm,https://github.com/victorshinya/serverless-chatbot/,674,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.5481,0.0105,89.9429,62.0512,0.7883,0.0024
icons_and_arrows,layered,part,dynamic,itselavia_edge-computing-platform-for-deep-learning-apps,y,"technologies, hardware_components",control_flow,bi,control_flow,text,y,n,high,y,y,,"functional_suitability, maintainability",itselavia/edge-computing-platform-for-deep-learning-apps,"rectangles, icons","kubernetes, react, raspberry, google, java, go, python",https://github.com/itselavia/edge-computing-platform-for-deep-learning-apps/,1361,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5232,0.0149,89.8856,65.6882,0.7843,-0.0016
boxes_and_arrows,SOA,part,dynamic,danielfm_prometheus-for-developers,y,"technologies, servers, sub-systems",control_flow,uni,communication,n,y,n,medium,n,y,,"functional_suitability, maintainability",danielfm/prometheus-for-developers,"rectangles, icons, squares","prometheus, grafana, kubernetes",https://github.com/danielfm/prometheus-for-developers/,638,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6685,0.0147,88.8168,61.5858,0.6814,-0.0029
icons_and_arrows,SOA,part,dynamic,alfredcs_immersion_day_labs,y,"technologies, servers, clients",deployment,uni,control_flow,n,y,n,high,n,n,,performance_efficiency,alfredcs/immersion_day_labs,"rectangles, icons",aws,https://github.com/alfredcs/immersion_day_labs/,1014,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3721,0.0152,89.5172,58.6018,0.5996,0.0024
icons_and_arrows,"client-server, publish-subscribe, SOA",entire,static,GoogleCloudPlatform_datacatalog-tag-engine,y,"clients, technologies, functions",deployment,uni,control_flow,n,y,n,high,n,n,,"flexibility, performance_efficiency",GoogleCloudPlatform/datacatalog-tag-engine,"icons, rectangles",bigquery,https://github.com/GoogleCloudPlatform/datacatalog-tag-engine/,972,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,26.0035,0.0501,29.9988,47.5587,0.2242,-0.0012
icons_and_arrows,client-server,entire+,dynamic,BoraxTheClean_DevelopmentMachine,y,"clients, servers, technologies",security,uni,control_flow,n,y,n,high,n,n,,security,BoraxTheClean/DevelopmentMachine,"icons, 3d",aws,https://github.com/BoraxTheClean/DevelopmentMachine/,615,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.5878,0.0105,89.4063,63.0037,0.6913,0.0003
boxes_and_arrows,NA,part,static,lubkoKuzenko_FE-Interview-Questions,y,packages,general,uni,dependencies,n,y,n,medium,n,y,manual sketch,maintainability,lubkoKuzenko/FE-Interview-Questions,rectangles,angular,https://github.com/lubkoKuzenko/FE-Interview-Questions/,994,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0964,0.0111,89.9403,58.2917,0.4720,0.0062
boxes_and_arrows,NA,part,dynamic,Luizbrandt_users-crud-salesforce,y,"functions, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Luizbrandt/users-crud-salesforce,rectangles,salesforce,https://github.com/Luizbrandt/users-crud-salesforce/,867,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1822,0.0155,88.3425,54.4889,0.3943,0.0066
icons_and_arrows,event-driven,part,dynamic,becloudway_serverless-data-pipeline,y,"functions, technologies",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",becloudway/serverless-data-pipeline,icons,"aws, slack",https://github.com/becloudway/serverless-data-pipeline/,1356,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.5865,0.0132,89.7377,61.5458,0.7206,-0.0023
"boxes_and_arrows, icons_and_arrows",NA,entire+,static,azuregomez_SecurePaaS,y,"sub-systems, DBs, servers","security, connectivity",uni,communication,n,y,y,high,n,y,good example of security view,security,azuregomez/SecurePaaS,"rectangles, icons",sql,https://github.com/azuregomez/securepaas/,742,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.8921,0.0160,89.7457,62.6406,0.7472,-0.0007
icons_and_arrows,event-driven,entire+,dynamic,marekq_rss-lambda,n,"functions, clients, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",marekq/rss-lambda,"circles, icons",aws,https://github.com/marekq/rss-lambda/,1157,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8066,0.0115,89.9356,62.1677,0.6992,0.0019
icons_and_arrows,client-server,entire+,"static, dynamic",Software-Engineering-DHBW_bikeminer,y,"clients, servers, containers",data_flow,uni,data_flow,n,y,n,high,n,y,,"functional_suitability, maintainability",Software-Engineering-DHBW/bikeminer,"rectangles, icons, cylinders",docker,https://github.com/Software-Engineering-DHBW/bikeminer/,1197,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6496,0.0147,88.7161,62.0919,0.7593,0.0004
boxes,"clean, client-server",entire,static,mincloud1501_MSA_miniProject,y,"clients, servers, containers",deployment,no,dependencies,n,y,n,high,n,y,,maintainability,mincloud1501/MSA_miniProject,circles,docker,https://github.com/mincloud1501/MSA_miniProject/,863,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5031,0.0150,89.9280,57.7736,0.6817,0.0042
boxes_and_arrows,client-server,entire+,static,pgrignaffini_AlgoCrowd,n,"clients, servers, DBs",general,uni,communication,n,y,n,high,n,y,,maintainability,pgrignaffini/AlgoCrowd,rectangles,blockchain,https://github.com/pgrignaffini/AlgoCrowd/,925,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0618,0.0140,88.4108,57.3676,0.6201,-0.0004
icons_and_arrows,event-driven,entire,dynamic,spagnuolocarmine_serverless-computing-for-iot,y,"devices, hardware_components, DBs, clients",data_flow,uni,data_flow,n,y,n,high,n,n,iot,"functional_suitability, maintainability",spagnuolocarmine/serverless-computing-for-iot,icons,nuclio,https://github.com/spagnuolocarmine/serverless-computing-for-iot/,816,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9095,0.0143,89.5940,59.1438,0.6732,0.0010
boxes_and_arrows,NA,entire+,dynamic,aurelien-m_raspberrypi-rustpy,y,"devices, hardware_components, clients","deployment, data_flow",uni,data_flow,n,y,y,high,n,y,,maintainability,aurelien-m/raspberrypi-rustpy,"rectangles, icons","python, rust, raspberry",https://github.com/aurelien-m/raspberrypi-rustpy/,1502,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.1333,0.0247,89.7844,56.9584,0.5993,-0.0063
boxes_and_arrows,event-driven,entire,static,apache_apisix-dashboard,y,"packages, servers, layers, network_components","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,maintainability,apache/apisix-dashboard,rectangles,apache,https://github.com/apache/apisix-dashboard/,1267,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9995,0.0158,89.7630,60.0496,0.6779,-0.0002
boxes_and_arrows,"SOA, client-server",entire,static,EMERIC237_Restaurant-reservation-app,n,"services, packages, DBs, layers","deployment, data_flow",uni,communication,n,y,n,high,n,y,,maintainability,EMERIC237/Restaurant-reservation-app,rectangles,"react, nodejs, postgresql",https://github.com/EMERIC237/Restaurant-reservation-app/,1356,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,31.3067,0.0272,78.3649,51.1554,0.4515,0.0004
UML,NA,part,dynamic,s-sokolko_smev3_adapter_service,n,"clients, packages",data_flow,bi,communication,n,y,n,high,n,n,,functional_suitability,s-sokolko/smev3_adapter_service,rectangles,mongodb,https://github.com/s-sokolko/smev3_adapter_service/,1016,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1430,0.0110,89.5949,58.0165,0.5930,0.0062
icons_and_arrows,"client-server, layered",part,dynamic,UoA-eResearch_hub-stack,y,"functions, DBs, sub-systems, technologies",deployment,uni,control_flow,n,y,n,medium,n,y,,maintainability,UoA-eResearch/hub-stack,"rectangles, icons","shibboleth, sentry, google, grafana, aws, elasticsearch, kibana, contentful, python",https://github.com/UoA-eResearch/hub-stack/,1447,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5088,0.0149,89.6184,61.5574,0.6976,-0.0006
boxes_and_arrows,NA,entire,static,rinkako_CStoreDBMS,y,"classes, layers, DBs",general,uni,"inheritance, dependencies",n,y,n,medium,n,y,,maintainability,rinkako/CStoreDBMS,rectangles,NA,https://github.com/Rinkako/CStoreDB/,1077,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.0202,0.0177,86.5888,58.3328,0.5805,-0.0009
boxes_and_arrows,"client-server, layered",entire+,dynamic,i5ting_stuq-koa,y,"clients, servers, DBs",connectivity,uni,communication,n,y,n,high,n,n,,functional_suitability,i5ting/stuq-koa,rectangles,NA,https://github.com/i5ting/stuq-koa/,825,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5312,0.0167,89.0464,57.8788,0.6746,0.0002
icons_and_arrows,event-driven,entire,dynamic,victor369basu_Real-time-stock-market-prediction,n,"DBs, technologies",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,victor369basu/Real-time-stock-market-prediction,icons,"mongodb, tensorflow",https://github.com/victor369basu/Real-time-stock-market-prediction/,818,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7643,0.0163,86.9665,56.8380,0.5767,0.0017
icons_and_arrows,SOA,entire,dynamic,IBM_logdna-cos,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/logdna-cos,"circles, icons","ibm, nodejs, logdna",https://github.com/IBM/logdna-cos/,697,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2818,0.0137,89.2691,62.6556,0.7706,-0.0005
boxes_and_arrows,NA,part,dynamic,xinsongyan_talos_pal_locomotion_slmc,y,"classes, steps",control_flow,uni,control_flow,n,y,n,medium,n,y,"even if colors are used (for connectors or different elements), what the colors does  never seem to be specified",functional_suitability,xinsongyan/talos_pal_locomotion_slmc,rectangles,NA,https://github.com/xinsongyan/talos_pal_locomotion_slmc/,997,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7696,0.0183,89.8428,58.7168,0.6073,0.0051
boxes_and_arrows,NA,entire,static,FudanOCR_FudanOCR,y,packages,general,bi,dependencies,n,y,n,high,n,n,,maintainability,FudanOCR/FudanOCR,rectangles,NA,https://github.com/FudanOCR/FudanOCR/,1125,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.4151,0.0151,89.8391,59.5483,0.7022,-0.0040
boxes_and_arrows,NA,entire+,static,CodisLabs_codis,n,"clients, servers, network_components",deployment,uni,"data_flow, dependencies",n,y,n,high,n,n,,maintainability,CodisLabs/codis,rectangles,NA,https://github.com/CodisLabs/codis/,1184,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.3276,0.0136,88.0371,63.1066,0.7736,-0.0021
boxes_and_arrows,SOA,part,dynamic,vectranetworks_AWS-Traffic-Mirroring-Session-Manager,n,steps,control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,vectranetworks/AWS-Traffic-Mirroring-Session-Manager,rectangles,aws,https://github.com/vectranetworks/AWS-Traffic-Mirroring-Session-Manager/,801,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0985,0.0140,88.4016,57.1260,0.5603,0.0053
boxes_and_arrows,smart-contracts,part,static,securesecrets_shadeswap,n,"technologies, packages, classes",general,uni,inheritance,n,y,n,high,n,n,blockchain,maintainability,securesecrets/shadeswap,rectangles,NA,https://github.com/securesecrets/shadeswap/,1184,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.1789,0.0123,88.5535,58.2592,0.6678,0.0003
icons_and_arrows,"microservices, client-server",entire,dynamic,Spiderpig86_SmoresUnderflow,y,"technologies, services, DBs, clients",deployment,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, performance_efficiency",Spiderpig86/SmoresUnderflow,icons,"kibana, elasticsearch, mongodb, redis",https://github.com/Spiderpig86/SmoresUnderflow/,1258,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1485,0.0110,89.9400,64.1248,0.7681,0.0033
icons_and_arrows,"microservices, client-server",entire,dynamic,Spiderpig86_SmoresUnderflow,y,"technologies, services, DBs, clients",deployment,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, performance_efficiency",Spiderpig86/SmoresUnderflow,icons,"kibana, elasticsearch, mongodb, redis",https://github.com/Spiderpig86/SmoresUnderflow/,841,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1485,0.0110,89.9400,64.1248,0.7681,0.0033
icons_and_arrows,client-server,part,dynamic,icoxfog417_karura,y,steps,control_flow,uni,control_flow,snapshots,y,n,high,n,n,,"functional_suitability, performance_efficiency",icoxfog417/karura,icons,NA,https://github.com/icoxfog417/karura/,1067,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7042,0.0146,89.4493,60.9835,0.7126,-0.0037
icons_and_arrows,NA,entire+,dynamic,hypertrack_live-app-android,y,"steps, clients, sub-systems",control_flow,uni,control_flow,snapshots,y,n,high,n,n,,"functional_suitability, performance_efficiency",hypertrack/live-app-android,icons,NA,https://github.com/hypertrack/live-app-android/,841,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2783,0.0122,89.0645,62.2489,0.7525,0.0003
boxes,layered,entire+,static,yuwen123441_NVMeAutomation,y,sub-systems,general,bi,NA,n,y,n,high,n,n,,maintainability,yuwen123441/NVMeAutomation,rectangles,NA,https://github.com/yuwen123441/NVMeAutomation/,863,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.2540,0.0137,89.9428,57.4549,0.6497,-0.0017
